"Idex"	"I"	"I"	"I"	"O"
2360	2.65	3.13	4.1	2.45
2361	2.45	2.65	0.1	2.16
2362	2.16	2.45	0	2.31
2363	2.31	2.16	0	1.86
2364	1.86	2.31	0	1.78
2365	1.78	1.86	1.9	1.7
2366	1.7	1.78	0.1	1.7
2367	1.7	1.7	9.7	1.31
2368	1.31	1.7	0.1	1.55
2369	1.55	1.31	1.9	1.86
2370	1.86	1.55	0	1.63
2371	1.63	1.86	12.5	1.78
2372	1.78	1.63	2.8	1.86
2373	1.86	1.78	0	1.38
2374	1.38	1.86	0	1.41
2375	1.41	1.38	0	1.46
2376	1.46	1.41	0	1.35
2377	1.35	1.46	0	1.31
2378	1.31	1.35	3.7	1.49
2379	1.49	1.31	22.5	1.46
2380	1.46	1.49	0	1.46
2381	1.46	1.46	0	1.86
2382	1.86	1.46	0.6	1.52
2383	1.52	1.86	0.4	1.38
2384	1.38	1.52	1.1	1.38
2385	1.38	1.38	4.4	1.35
2386	1.35	1.38	0	1.29
2387	1.29	1.35	0	1.29
2388	1.29	1.29	0	1.29
2389	1.29	1.29	0	1.2
2390	1.2	1.29	0	1.17
2391	1.17	1.2	0	1.12
2392	1.12	1.17	0	1.06
2393	1.06	1.12	1.5	1.06
2394	1.06	1.06	0	1.06
2395	1.06	1.06	0.2	1.06
2396	1.06	1.06	2.2	1.04
2397	1.04	1.06	6.7	1.04
2398	1.04	1.04	0.8	1.04
2399	1.04	1.04	1	1.15
2400	1.15	1.04	23.8	1.17
2401	1.17	1.15	0	1.17
2402	1.17	1.17	0	1.15
2403	1.15	1.17	1.5	1.24
2404	1.24	1.15	4	1.1
2405	1.1	1.24	0.2	1.04
2406	1.04	1.1	0	0.96
2407	0.96	1.04	0	0.96
2408	0.96	0.96	0	0.99
2409	0.99	0.96	0.4	1.06
2410	1.06	0.99	8	1.02
2411	1.02	1.06	7.2	0.99
2412	0.99	1.02	0	0.92
2413	0.92	0.99	0.6	0.92
2414	0.92	0.92	3.6	1.15
2415	1.15	0.92	10	1.15
2416	1.15	1.15	15.9	1.17
2417	1.17	1.15	0	1.12
2418	1.12	1.17	0	1.02
2419	1.02	1.12	2.3	1.02
2420	1.02	1.02	9.1	0.96
2421	0.96	1.02	2.3	1.02
2422	1.02	0.96	1.9	1.04
2423	1.04	1.02	0.2	0.94
2424	0.94	1.04	0.2	0.78
2425	0.78	0.94	6.8	0.82
2426	0.82	0.78	0.6	0.92
2427	0.92	0.82	0	0.92
2428	0.92	0.92	0	0.92
2429	0.92	0.92	0	0.92
2430	0.92	0.92	0	0.86
2431	0.86	0.92	0	0.77
2432	0.77	0.86	0	0.68
2433	0.68	0.77	2.8	0.77
2434	0.77	0.68	1.2	0.8
2435	0.8	0.77	1.1	0.8
2436	0.8	0.8	1.6	0.8
2437	0.8	0.8	0	0.82
2438	0.82	0.8	0	0.8
2439	0.8	0.82	0	0.8
2440	0.8	0.8	0	0.8
2441	0.8	0.8	4.8	0.86
2442	0.86	0.8	0.1	0.82
2443	0.82	0.86	0.1	1.12
2444	1.12	0.82	1.3	1.02
2445	1.02	1.12	8.7	0.96
2446	0.96	1.02	5.3	0.92
2447	0.92	0.96	5.8	0.9
2448	0.9	0.92	0	0.92
2449	0.92	0.9	0	0.92
2450	0.92	0.92	0	0.9
2451	0.9	0.92	0	0.84
2452	0.84	0.9	0	0.82
2453	0.82	0.84	0	0.82
2454	0.82	0.82	0	0.8
2455	0.8	0.82	0	0.82
2456	0.82	0.8	2.2	0.84
2457	0.84	0.82	1.6	0.84
2458	0.84	0.84	6.2	0.84
2459	0.84	0.84	1.1	0.92
2460	0.92	0.84	0.3	0.92
2461	0.92	0.92	1.4	0.9
2462	0.9	0.92	5.6	0.92
2463	0.92	0.9	0	0.9
2464	0.9	0.92	0	0.86
2465	0.86	0.9	0	0.86
2466	0.86	0.86	0	0.86
2467	0.86	0.86	0	0.86
2468	0.86	0.86	0	0.9
2469	0.9	0.86	0	0.86
2470	0.86	0.9	0	7.07
2471	7.07	0.86	142	139.05
2472	139.05	7.07	0	36.57
2473	36.57	139.05	0	13.58
2474	13.58	36.57	0.4	8.63
2475	8.63	13.58	0.1	6.45
2476	6.45	8.63	0	5.16
2477	5.16	6.45	0	4.32
2478	4.32	5.16	0	3.78
2479	3.78	4.32	0	3.31
2480	3.31	3.78	0	2.97
2481	2.97	3.31	0	2.7
2482	2.7	2.97	0.9	2.55
2483	2.55	2.7	9	2.4
2484	2.4	2.55	0	2.5
2485	2.5	2.4	14.7	2.55
2486	2.55	2.5	4.7	2.7
2487	2.7	2.55	0	2.7
2488	2.7	2.7	0	2.7
2489	2.7	2.7	7.6	2.59
2490	2.59	2.7	0.2	2.5
2491	2.5	2.59	1.4	2.59
2492	2.59	2.5	1.1	2.5
2493	2.5	2.59	0	2.45
2494	2.45	2.5	0	2.4
2495	2.4	2.45	0	2.31
2496	2.31	2.4	0	2.26
2497	2.26	2.31	0	2.16
2498	2.16	2.26	0	2.11
2499	2.11	2.16	0	2.03
2500	2.03	2.11	0	1.99
2501	1.99	2.03	0	1.95
2502	1.95	1.99	0	1.86
2503	1.86	1.95	0.5	1.86
2504	1.86	1.86	0.7	1.9
2505	1.9	1.86	10.7	1.95
2506	1.95	1.9	21.6	24.31
2507	24.31	1.95	11.3	38.76
2508	38.76	24.31	1.9	41.82
2509	41.82	38.76	0	19.71
2510	19.71	41.82	0	12.81
2511	12.81	19.71	0.2	9.36
2512	9.36	12.81	0.2	7.49
2513	7.49	9.36	0	6.19
2514	6.19	7.49	1.2	5.41
2515	5.41	6.19	6.9	5.03
2516	5.03	5.41	0.9	4.77
2517	4.77	5.03	0	4.51
2518	4.51	4.77	0	4.14
2519	4.14	4.51	0	3.9
2520	3.9	4.14	0.4	3.71
2521	3.71	3.9	0	3.54
2522	3.54	3.71	1.8	3.36
2523	3.36	3.54	0	3.19
2524	3.19	3.36	0	3.08
2525	3.08	3.19	0	2.87
2526	2.87	3.08	6.9	2.91
2527	2.91	2.87	0.3	2.87
2528	2.87	2.91	0	2.81
2529	2.81	2.87	2.3	2.7
2530	2.7	2.81	10	3.48
2531	3.48	2.7	13.4	6.51
2532	6.51	3.48	0.1	12.04
2533	12.04	6.51	0	9.36
2534	9.36	12.04	1.1	8.41
2535	8.41	9.36	8.9	12.81
2536	12.81	8.41	0.1	15.11
2537	15.11	12.81	0	11.61
2538	11.61	15.11	0	8.98
2539	8.98	11.61	0	7.55
2540	7.55	8.98	0	6.77
2541	6.77	7.55	0.1	6.19
2542	6.19	6.77	0	5.54
2543	5.54	6.19	0	4.96
2544	4.96	5.54	0	4.58
2545	4.58	4.96	3.9	5.03
2546	5.03	4.58	21	16.86
2547	16.86	5.03	7.4	41.82
2548	41.82	16.86	0	23.65
2549	23.65	41.82	0	15.88
2550	15.88	23.65	0.1	12.81
2551	12.81	15.88	0	10.13
2552	10.13	12.81	0	8.91
2553	8.91	10.13	0.4	7.95
2554	7.95	8.91	0.4	7.23
2555	7.23	7.95	0	6.51
2556	6.51	7.23	0	5.99
2557	5.99	6.51	0.2	5.61
2558	5.61	5.99	0.2	5.41
2559	5.41	5.61	6.2	5.16
2560	5.16	5.41	0	4.77
2561	4.77	5.16	2.1	4.58
2562	4.58	4.77	0.1	4.26
2563	4.26	4.58	0.1	4.14
2564	4.14	4.26	0	4.02
2565	4.02	4.14	0	3.9
2566	3.9	4.02	0	3.59
2567	3.59	3.9	0	3.54
2568	3.54	3.59	0	3.42
2569	3.42	3.54	0.1	3.19
2570	3.19	3.42	0.2	3.13
2571	3.13	3.19	0	3.13
2572	3.13	3.13	0	3.02
2573	3.02	3.13	0.1	2.87
2574	2.87	3.02	0.1	2.76
2575	2.76	2.87	0.2	2.76
2576	2.76	2.76	0	2.41
2577	2.41	2.76	0.1	2.3
2578	2.3	2.41	0	2.3
2579	2.3	2.3	0.2	2.74
2580	2.74	2.3	1.1	2.74
2581	2.74	2.74	8.2	2.74
2582	2.74	2.74	0	2.19
2583	2.19	2.74	0	2.74
2584	2.74	2.19	0.1	5.22
2585	5.22	2.74	22.2	16.2
2586	16.2	5.22	0.4	20.15
2587	20.15	16.2	0	13.58
2588	13.58	20.15	0	10.51
2589	10.51	13.58	0	9.06
2590	9.06	10.51	7.7	9.21
2591	9.21	9.06	0	8.05
2592	8.05	9.21	0	6.77
2593	6.77	8.05	0.2	6.45
2594	6.45	6.77	0	6.38
2595	6.38	6.45	1.7	6.06
2596	6.06	6.38	0	5.8
2597	5.8	6.06	0	5.54
2598	5.54	5.8	0	5.28
2599	5.28	5.54	0	5.03
2600	5.03	5.28	0.1	4.89
2601	4.89	5.03	2.4	5.03
2602	5.03	4.89	5.6	5.41
2603	5.41	5.03	0.5	5.67
2604	5.67	5.41	0	5.54
2605	5.54	5.67	0	5.41
2606	5.41	5.54	6	5.54
2607	5.54	5.41	1.4	5.93
2608	5.93	5.54	1.8	5.87
2609	5.87	5.93	0	5.74
2610	5.74	5.87	5.5	5.67
2611	5.67	5.74	12.5	9.13
2612	9.13	5.67	12.9	35.8
2613	35.8	9.13	16.8	62.63
2614	62.63	35.8	0.1	35.8
2615	35.8	62.63	0	21.9
2616	21.9	35.8	0	16.64
2617	16.64	21.9	0.1	13.58
2618	13.58	16.64	8.8	14.01
2619	14.01	13.58	1.1	14.34
2620	14.34	14.01	0	12.81
2621	12.81	14.34	0.1	10.89
2622	10.89	12.81	4.6	10.51
2623	10.51	10.89	2	10.13
2624	10.13	10.51	0	9.21
2625	9.21	10.13	4.4	8.69
2626	8.69	9.21	0.1	8.27
2627	8.27	8.69	0.2	8.34
2628	8.34	8.27	17.4	15.55
2629	15.55	8.34	15.3	49.49
2630	49.49	15.55	0	28.9
2631	28.9	49.49	0	19.27
2632	19.27	28.9	1.7	15.11
2633	15.11	19.27	0.6	13.14
2634	13.14	15.11	0.1	10.89
2635	10.89	13.14	0	9.59
2636	9.59	10.89	0	8.76
2637	8.76	9.59	0	7.88
2638	7.88	8.76	0	7.29
2639	7.29	7.88	0	6.77
2640	6.77	7.29	0	6.45
2641	6.45	6.77	0	6.12
2642	6.12	6.45	0	5.74
2643	5.74	6.12	0	5.47
2644	5.47	5.74	3.7	5.34
2645	5.34	5.47	0	5.16
2646	5.16	5.34	0	4.83
2647	4.83	5.16	0	4.58
2648	4.58	4.83	0	4.46
2649	4.46	4.58	9.5	4.46
2650	4.46	4.46	1.5	4.83
2651	4.83	4.46	1	4.96
2652	4.96	4.83	13.8	5.22
2653	5.22	4.96	0.1	8.55
2654	8.55	5.22	0.1	9.28
2655	9.28	8.55	0.4	8.41
2656	8.41	9.28	0	7.82
2657	7.82	8.41	1.2	7.36
2658	7.36	7.82	0	6.83
2659	6.83	7.36	12.9	10.89
2660	10.89	6.83	0	10.13
2661	10.13	10.89	1.1	7.82
2662	7.82	10.13	5.3	7.75
2663	7.75	7.82	12.1	10.89
2664	10.89	7.75	1	11.28
2665	11.28	10.89	0	9.67
2666	9.67	11.28	0	8.55
2667	8.55	9.67	0	7.55
2668	7.55	8.55	0	6.77
2669	6.77	7.55	0	6.19
2670	6.19	6.77	0	5.67
2671	5.67	6.19	0.1	5.28
2672	5.28	5.67	0	4.96
2673	4.96	5.28	0	4.58
2674	4.58	4.96	0	4.26
2675	4.26	4.58	0	4.02
2676	4.02	4.26	0.2	3.78
2677	3.78	4.02	0	3.59
2678	3.59	3.78	0.5	3.42
2679	3.42	3.59	2.2	3.31
2680	3.31	3.42	0	3.42
2681	3.42	3.31	27.8	4.2
2682	4.2	3.42	5.8	6.9
2683	6.9	4.2	0	8.08
2684	8.08	6.9	0	7.29
2685	7.29	8.08	0	6.25
2686	6.25	7.29	0	5.54
2687	5.54	6.25	0.3	4.83
2688	4.83	5.54	2.4	4.58
2689	4.58	4.83	0	4.02
2690	4.02	4.58	5.3	3.83
2691	3.83	4.02	2.6	4.51
2692	4.51	3.83	3.5	4.2
2693	4.2	4.51	0.1	3.66
2694	3.66	4.2	0.1	3.31
2695	3.31	3.66	1	2.87
2696	2.87	3.31	0.2	2.7
2697	2.7	2.87	3.7	2.62
2698	2.62	2.7	0.1	2.45
2699	2.45	2.62	0	2.35
2700	2.35	2.45	0	2.21
2701	2.21	2.35	0	2.11
2702	2.11	2.21	0	2.03
2703	2.03	2.11	0	1.95
2704	1.95	2.03	0	1.86
2705	1.86	1.95	0.1	1.86
2706	1.86	1.86	20.8	20.8
2707	20.8	1.86	46.8	32.85
2708	32.85	20.8	3.4	12.48
2709	12.48	32.85	0.2	8.84
2710	8.84	12.48	27.8	16.64
2711	16.64	8.84	2.9	20.58
2712	20.58	16.64	0.2	14.01
2713	14.01	20.58	0	10.13
2714	10.13	14.01	0	7.82
2715	7.82	10.13	0	6.38
2716	6.38	7.82	0	5.41
2717	5.41	6.38	0	4.64
2718	4.64	5.41	2.2	4.2
2719	4.2	4.64	0.8	3.95
2720	3.95	4.2	0.1	3.59
2721	3.59	3.95	0.5	3.19
2722	3.19	3.59	4.9	2.97
2723	2.97	3.19	0.1	2.87
2724	2.87	2.97	9.4	2.87
2725	2.87	2.87	0	2.65
2726	2.65	2.87	1	2.59
2727	2.59	2.65	0	2.35
2728	2.35	2.59	0	2.26
2729	2.26	2.35	0	2.16
2730	2.16	2.26	0	2.07
2731	2.07	2.16	0.1	1.99
2732	1.99	2.07	0.4	1.9
2733	1.9	1.99	0.7	1.86
2734	1.86	1.9	6.5	1.99
2735	1.99	1.86	7.2	1.86
2736	1.86	1.99	2.7	2.03
2737	2.03	1.86	3.8	2.81
2738	2.81	2.03	6.1	2.45
2739	2.45	2.81	15.9	3.71
2740	3.71	2.45	0.5	9.59
2741	9.59	3.71	0	5.16
2742	5.16	9.59	0	3.66
2743	3.66	5.16	0	2.91
2744	2.91	3.66	0.3	2.62
2745	2.62	2.91	0.4	2.31
2746	2.31	2.62	2.8	2.16
2747	2.16	2.31	15.4	1.99
2748	1.99	2.16	0	5.93
2749	5.93	1.99	0	3.19
2750	3.19	5.93	0	2.31
2751	2.31	3.19	0.1	2.03
2752	2.03	2.31	1.3	1.9
2753	1.9	2.03	4.4	1.82
2754	1.82	1.9	0.1	1.86
2755	1.86	1.82	0	1.74
2756	1.74	1.86	0.1	1.63
2757	1.63	1.74	2	1.55
2758	1.55	1.63	0.1	1.52
2759	1.52	1.55	0.6	1.46
2760	1.46	1.52	1.9	1.41
2761	1.41	1.46	0.5	1.38
2762	1.38	1.41	0.9	1.38
2763	1.38	1.38	1.7	1.35
2764	1.35	1.38	3.5	1.41
2765	1.41	1.35	11.6	1.74
2766	1.74	1.41	2.9	1.95
2767	1.95	1.74	5.3	2.35
2768	2.35	1.95	3.7	2.87
2769	2.87	2.35	0.7	2.31
2770	2.31	2.87	0.5	2.31
2771	2.31	2.31	29.2	11.82
2772	11.82	2.31	46.2	60.44
2773	60.44	11.82	27	44.56
2774	44.56	60.44	2	15.77
2775	15.77	44.56	2.9	10.95
2776	10.95	15.77	4.5	19.16
2777	19.16	10.95	68	232.12
2778	232.12	19.16	34.9	225.55
2779	225.55	232.12	0.1	51.68
2780	51.68	225.55	0	27.37
2781	27.37	51.68	1.2	19.16
2782	19.16	27.37	13.1	20.26
2783	20.26	19.16	0	22.34
2784	22.34	20.26	0	14.56
2785	14.56	22.34	0	11.72
2786	11.72	14.56	0	10.13
2787	10.13	11.72	0	8.76
2788	8.76	10.13	0.1	7.75
2789	7.75	8.76	0	7.62
2790	7.62	7.75	8.1	9.74
2791	9.74	7.62	3	7.49
2792	7.49	9.74	0	6.45
2793	6.45	7.49	0.4	6.32
2794	6.32	6.45	18.1	8.91
2795	8.91	6.32	1.3	7.88
2796	7.88	8.91	0	6.83
2797	6.83	7.88	0	6.12
2798	6.12	6.83	0	5.61
2799	5.61	6.12	0	5.16
2800	5.16	5.61	0	4.83
2801	4.83	5.16	0.1	4.58
2802	4.58	4.83	2.2	4.32
2803	4.32	4.58	0	4.14
2804	4.14	4.32	0	3.95
2805	3.95	4.14	0	3.78
2806	3.78	3.95	0	3.71
2807	3.71	3.78	0	3.59
2808	3.59	3.71	0	3.48
2809	3.48	3.59	0	3.42
2810	3.42	3.48	1	3.48
2811	3.48	3.42	0	3.19
2812	3.19	3.48	0	3.02
2813	3.02	3.19	0.6	2.97
2814	2.97	3.02	3.7	2.97
2815	2.97	2.97	7.2	3.02
2816	3.02	2.97	0	2.97
2817	2.97	3.02	0.1	2.81
2818	2.81	2.97	0	2.7
2819	2.7	2.81	0.2	2.59
2820	2.59	2.7	0	2.5
2821	2.5	2.59	0.1	2.45
2822	2.45	2.5	0	2.45
2823	2.45	2.45	0	2.4
2824	2.4	2.45	0	2.35
2825	2.35	2.4	0	2.31
2826	2.31	2.35	1.8	2.26
2827	2.26	2.31	6.3	2.31
2828	2.31	2.26	2.9	2.5
2829	2.5	2.31	11.8	2.45
2830	2.45	2.5	0	2.5
2831	2.5	2.45	0	2.35
2832	2.35	2.5	0	2.21
2833	2.21	2.35	0	2.16
2834	2.16	2.21	3.2	2.35
2835	2.35	2.16	8.5	2.26
2836	2.26	2.35	0	2.11
2837	2.11	2.26	0.1	2.11
2838	2.11	2.11	0.1	2.03
2839	2.03	2.11	0.5	2.03
2840	2.03	2.03	0.4	1.99
2841	1.99	2.03	0	1.95
2842	1.95	1.99	0	1.9
2843	1.9	1.95	0	1.9
2844	1.9	1.9	0	1.86
2845	1.86	1.9	0.8	1.78
2846	1.78	1.86	0	1.82
2847	1.82	1.78	0	1.82
2848	1.82	1.82	0	1.78
2849	1.78	1.82	0	1.86
2850	1.86	1.78	1.4	1.9
2851	1.9	1.86	2.6	1.9
2852	1.9	1.9	0	1.9
2853	1.9	1.9	0	1.86
2854	1.86	1.9	0.1	1.86
2855	1.86	1.86	1.4	1.82
2856	1.82	1.86	0	1.82
2857	1.82	1.82	0	1.78
2858	1.78	1.82	0	1.86
2859	1.86	1.78	7	1.9
2860	1.9	1.86	0	1.86
2861	1.86	1.9	0.1	1.99
2862	1.99	1.86	18.5	2.21
2863	2.21	1.99	0	2.21
2864	2.21	2.21	0	2.35
2865	2.35	2.21	0	2.26
2866	2.26	2.35	1.8	2.11
2867	2.11	2.26	3.4	2.11
2868	2.11	2.11	1	1.99
2869	1.99	2.11	0	1.9
2870	1.9	1.99	0	1.99
2871	1.99	1.9	12.4	2.21
2872	2.21	1.99	0.1	1.95
2873	1.95	2.21	0	1.82
2874	1.82	1.95	0	1.9
2875	1.9	1.82	0.1	1.9
2876	1.9	1.9	0	2.07
2877	2.07	1.9	0.1	1.86
2878	1.86	2.07	0	1.82
2879	1.82	1.86	0	1.74
2880	1.74	1.82	0.1	1.59
2881	1.59	1.74	0.1	1.7
2882	1.7	1.59	0	1.78
2883	1.78	1.7	0	1.52
2884	1.52	1.78	2	1.59
2885	1.59	1.52	0.4	1.66
2886	1.66	1.59	1.6	1.66
2887	1.66	1.66	0	1.66
2888	1.66	1.66	0	1.66
2889	1.66	1.66	0	1.74
2890	1.74	1.66	0	1.63
2891	1.63	1.74	2.9	1.7
2892	1.7	1.63	0	1.59
2893	1.59	1.7	0	1.63
2894	1.63	1.59	0	1.82
2895	1.82	1.63	0	1.49
2896	1.49	1.82	0	1.49
2897	1.49	1.49	0.1	1.66
2898	1.66	1.49	0	1.59
2899	1.59	1.66	0	1.78
2900	1.78	1.59	0.5	1.63
2901	1.63	1.78	0	1.82
2902	1.82	1.63	0	1.38
2903	1.38	1.82	0	1.46
2904	1.46	1.38	0	1.7
2905	1.7	1.46	0	1.63
2906	1.63	1.7	0	1.52
2907	1.52	1.63	0	1.55
2908	1.55	1.52	0	1.66
2909	1.66	1.55	0	1.66
2910	1.66	1.66	0	1.24
2911	1.24	1.66	0.1	1.55
2912	1.55	1.24	0.1	1.41
2913	1.41	1.55	0	1.54
2914	1.54	1.41	0	1.53
2915	1.53	1.54	0	1.59
2916	1.59	1.53	0	1.49
2917	1.49	1.59	0	1.63
2918	1.63	1.49	0	1.63
2919	1.63	1.63	0	1.63
2920	1.63	1.63	0	1.63
2921	1.63	1.63	0	1.63
2922	1.63	1.63	2.2	1.59
2923	1.59	1.63	10.1	1.66
2924	1.66	1.59	3.5	1.52
2925	1.52	1.66	0.8	1.63
2926	1.63	1.52	0.1	1.66
2927	1.66	1.63	0	1.52
2928	1.52	1.66	0	1.49
2929	1.49	1.52	7.7	1.49
2930	1.49	1.49	1.1	1.66
2931	1.66	1.49	0	1.59
2932	1.59	1.66	6.1	1.49
2933	1.49	1.59	0.1	1.41
2934	1.41	1.49	0	1.41
2935	1.41	1.41	0	1.38
2936	1.38	1.41	0	1.35
2937	1.35	1.38	0	1.31
2938	1.31	1.35	1.2	1.38
2939	1.38	1.31	0	1.46
2940	1.46	1.38	0	1.55
2941	1.55	1.46	4.4	1.7
2942	1.7	1.55	4.8	1.59
2943	1.59	1.7	2.1	2.22
2944	2.22	1.59	0	3.36
2945	3.36	2.22	2.1	3.54
2946	3.54	3.36	14.6	4.2
2947	4.2	3.54	3.4	5.16
2948	5.16	4.2	6.2	6.51
2949	6.51	5.16	0.1	7.42
2950	7.42	6.51	19.3	12.48
2951	12.48	7.42	0.7	16.64
2952	16.64	12.48	0	12.48
2953	12.48	16.64	0	9.59
2954	9.59	12.48	0	8.06
2955	8.06	9.59	7.2	7.49
2956	7.49	8.06	0.1	7.62
2957	7.62	7.49	0.1	6.96
2958	6.96	7.62	2.5	6.51
2959	6.51	6.96	2.3	6.12
2960	6.12	6.51	1.6	5.87
2961	5.87	6.12	4.1	5.74
2962	5.74	5.87	3.8	5.99
2963	5.99	5.74	0.1	6.12
2964	6.12	5.99	0	5.99
2965	5.99	6.12	0.1	5.67
2966	5.67	5.99	0	5.22
2967	5.22	5.67	0	4.83
2968	4.83	5.22	3.5	4.77
2969	4.77	4.83	4.4	4.64
2970	4.64	4.77	0	4.71
2971	4.71	4.64	0.4	4.51
2972	4.51	4.71	0.4	4.2
2973	4.2	4.51	0	3.95
2974	3.95	4.2	0	3.71
2975	3.71	3.95	0.8	3.59
2976	3.59	3.71	0.2	3.48
2977	3.48	3.59	0	3.36
2978	3.36	3.48	0	3.25
2979	3.25	3.36	1.8	3.13
2980	3.13	3.25	4.5	3.31
2981	3.31	3.13	7.2	3.36
2982	3.36	3.31	0	3.83
2983	3.83	3.36	0	4.02
2984	4.02	3.83	0.7	4.02
2985	4.02	4.02	6.8	4.14
2986	4.14	4.02	4	9.6
2987	9.6	4.14	23.4	32.85
2988	32.85	9.6	0	26.28
2989	26.28	32.85	9.9	20.15
2990	20.15	26.28	0.1	16.64
2991	16.64	20.15	5.6	14.34
2992	14.34	16.64	0.1	12.48
2993	12.48	14.34	0	11.28
2994	11.28	12.48	0	10.13
2995	10.13	11.28	0	9.28
2996	9.28	10.13	0	8.63
2997	8.63	9.28	0.8	7.9
2998	7.9	8.63	0.1	7.36
2999	7.36	7.9	0.3	6.9
3000	6.9	7.36	1.6	6.45
3001	6.45	6.9	4.7	6.51
3002	6.51	6.45	5.8	6.9
3003	6.9	6.51	0	7.1
3004	7.1	6.9	0	6.63
3005	6.63	7.1	0	6.32
3006	6.32	6.63	3.1	6.12
3007	6.12	6.32	2.9	6.12
3008	6.12	6.12	0	5.8
3009	5.8	6.12	0.2	5.8
3010	5.8	5.8	22.6	12.81
3011	12.81	5.8	9.8	36.79
3012	36.79	12.81	0.3	27.15
3013	27.15	36.79	0	17.96
3014	17.96	27.15	0	13.58
3015	13.58	17.96	0.1	11.28
3016	11.28	13.58	0	9.67
3017	9.67	11.28	0	8.27
3018	8.27	9.67	1.6	7.49
3019	7.49	8.27	2.8	7.23
3020	7.23	7.49	1.8	6.77
3021	6.77	7.23	0.1	6.12
3022	6.12	6.77	0.7	5.74
3023	5.74	6.12	0	5.22
3024	5.22	5.74	0.2	4.83
3025	4.83	5.22	0	4.64
3026	4.64	4.83	0.2	4.51
3027	4.51	4.64	1.9	4.39
3028	4.39	4.51	4.6	4.32
3029	4.32	4.39	0	4.2
3030	4.2	4.32	0.2	4.02
3031	4.02	4.2	0	3.9
3032	3.9	4.02	0	3.78
3033	3.78	3.9	0.1	3.59
3034	3.59	3.78	0.2	3.54
3035	3.54	3.59	0.2	3.36
3036	3.36	3.54	4.5	3.36
3037	3.36	3.36	0.6	3.42
3038	3.42	3.36	0	3.36
3039	3.36	3.42	0	3.31
3040	3.31	3.36	0.3	3.19
3041	3.19	3.31	4.2	3.13
3042	3.13	3.19	0	3.08
3043	3.08	3.13	0	2.91
3044	2.91	3.08	0.5	2.87
3045	2.87	2.91	0	2.87
3046	2.87	2.87	3.4	2.81
3047	2.81	2.87	0	2.81
3048	2.81	2.81	0.5	2.7
3049	2.7	2.81	1.6	2.65
3050	2.65	2.7	0.1	2.55
3051	2.55	2.65	6.8	2.55
3052	2.55	2.55	0.1	2.55
3053	2.55	2.55	1.3	2.55
3054	2.55	2.55	0	2.45
3055	2.45	2.55	0	2.35
3056	2.35	2.45	2.1	2.31
3057	2.31	2.35	0.8	2.21
3058	2.21	2.31	0	2.16
3059	2.16	2.21	0.9	2.03
3060	2.03	2.16	0	2.07
3061	2.07	2.03	17.3	2.16
3062	2.16	2.07	1.6	2.07
3063	2.07	2.16	0.1	2.16
3064	2.16	2.07	1.5	2.16
3065	2.16	2.16	1.7	2.11
3066	2.11	2.16	3.3	2.21
3067	2.21	2.11	17.4	2.26
3068	2.26	2.21	0.1	2.21
3069	2.21	2.26	0	2.31
3070	2.31	2.21	0	2.21
3071	2.21	2.31	0	2.07
3072	2.07	2.21	0	1.95
3073	1.95	2.07	0	1.95
3074	1.95	1.95	0.6	1.95
3075	1.95	1.95	0.3	1.86
3076	1.86	1.95	0	1.78
3077	1.78	1.86	0	1.74
3078	1.74	1.78	1.4	1.7
3079	1.7	1.74	0.4	1.59
3080	1.59	1.7	6.1	1.55
3081	1.55	1.59	2	1.29
3082	1.29	1.55	4.2	1.49
3083	1.49	1.29	11.4	2.81
3084	2.81	1.49	0.5	2.31
3085	2.31	2.81	0.1	2.11
3086	2.11	2.31	4.7	1.86
3087	1.86	2.11	3.8	1.82
3088	1.82	1.86	1.5	3.19
3089	3.19	1.82	0.7	2.26
3090	2.26	3.19	1.1	2.16
3091	2.16	2.26	1.3	1.86
3092	1.86	2.16	1.4	1.66
3093	1.66	1.86	0	1.49
3094	1.49	1.66	0	1.26
3095	1.26	1.49	0.3	1.2
3096	1.2	1.26	0	1.29
3097	1.29	1.2	5.1	1.31
3098	1.31	1.29	5.5	1.35
3099	1.35	1.31	8.8	1.59
3100	1.59	1.35	11.3	2.87
3101	2.87	1.59	2.3	2.7
3102	2.7	2.87	0.2	2.65
3103	2.65	2.7	7.8	2.5
3104	2.5	2.65	1	2.07
3105	2.07	2.5	0.4	1.86
3106	1.86	2.07	0	1.78
3107	1.78	1.86	0	1.7
3108	1.7	1.78	3	1.63
3109	1.63	1.7	0.2	1.52
3110	1.52	1.63	0.1	1.46
3111	1.46	1.52	0.5	1.49
3112	1.49	1.46	8.5	1.7
3113	1.7	1.49	0	1.38
3114	1.38	1.7	0.7	1.41
3115	1.41	1.38	25.5	1.55
3116	1.55	1.41	9.1	1.63
3117	1.63	1.55	13.7	2.07
3118	2.07	1.63	5.1	3.71
3119	3.71	2.07	18.5	3.59
3120	3.59	3.71	0.2	4.02
3121	4.02	3.59	0.4	3.36
3122	3.36	4.02	5.4	2.7
3123	2.7	3.36	0.8	2.35
3124	2.35	2.7	2.7	2.11
3125	2.11	2.35	0	1.95
3126	1.95	2.11	0	1.9
3127	1.9	1.95	8.6	1.86
3128	1.86	1.9	4.3	1.82
3129	1.82	1.86	0	1.9
3130	1.9	1.82	0	1.95
3131	1.95	1.9	37.2	2.35
3132	2.35	1.95	16.9	25.4
3133	25.4	2.35	1.8	17.96
